CUSTOMER_ID,FIRST_NAME,LAST_NAME,SSN_HASH,DATE_OF_BIRTH,CUSTOMER_SEGMENT,RISK_RATING,REGION_CODE,PRIMARY_EMAIL,PHONE_NUMBER
C0000197,Andrew,King,b702070231c33a47541cc15ec3d1e0c4,24JUN1978,RET,4,SW,andrew.king197@example.com,555-798-3330
C0000198,Joseph,Martinez,2b826cf48305fd1f31af037ffe732c1d,19JUN1977,RET,2,SW,joseph.martinez198@example.com,555-989-3699
C0000199,Michael,Torres,3db3dbd0d8470854569491c84e8aec56,27AUG1953,RET,4,SE,michael.torres199@example.com,555-679-9662
C0000200,Melissa,King,389ddf13815786639b606faa2e89498f,11AUG1993,CORP,3,NW,melissa.king200@example.com,555-790-8446
C0000201,Lisa,Jackson,b368ec91924c40f4ad20fd3a58dfee80,08OCT1980,RET,6,NE,lisa.jackson201@example.com,555-445-0534
C0000202,Margaret,Mitchell,4d310547c068a440de37a3cfb1964497,30AUG1951,RET,2,NW,margaret.mitchell202@example.com,555-302-1053
C0000203,Emily,Torres,e56467ed8f7628c3ade07834de57f10c,08MAR1979,RET,3,NW,emily.torres203@example.com,555-441-0341
C0000204,Joseph,Torres,3ef872939114d3a8a5bcb023da043d1d,13OCT1968,COMM,7,W,joseph.torres204@example.com,555-637-1275
C0000205,David,Miller,b51aa2dab0a15323aeda7c92d2e470c7,29JUN1959,PB,2,NE,david.miller205@example.com,555-645-7657
C0000206,Margaret,Roberts,540e22c69c40672189dc41c74c4f5bde,10MAR1970,PREM,3,MW,margaret.roberts206@example.com,555-562-5406
C0000207,Anthony,King,4806dc18baab40a8c7b0a252219dc56c,13JUN1952,RET,3,SE,anthony.king207@example.com,555-335-2120
C0000208,Robert,Nguyen,d8e2cb7cbc13a4a60cba925b80cabbd0,29DEC1986,RET,2,MW,robert.nguyen208@example.com,555-654-4572
C0000209,James,Miller,b42556997ce478b8c5b9f553d183394a,28MAY1979,SMB,6,MW,james.miller209@example.com,555-632-8676
C0000210,Lisa,Green,057c0c934a136c90f80b211e29591bb3,10JUN1955,SMB,3,SE,lisa.green210@example.com,555-227-8687
C0000211,Richard,Williams,c4341686eab7d3c3dc6366a5db5bc498,25JUL1976,RET,2,NW,richard.williams211@example.com,555-923-4249
C0000212,Dorothy,Adams,59c384be4b4b81fe47f9a6fa2dbdc6c7,18FEB1985,PREM,5,SE,dorothy.adams212@example.com,555-762-4229
C0000213,James,Brown,d1b3ded441825c6a13315a06bcef4568,01DEC2002,RET,4,W,james.brown213@example.com,555-844-8950
C0000214,Edward,Carter,6dcb4d6dd9cb78fb40e238c7427a2133,01DEC1975,PREM,6,NE,edward.carter214@example.com,555-267-9425
C0000215,Andrew,Baker,5cb6b70c3f34cc4965f9d1ee1f549313,31DEC1979,RET,,NE,andrew.baker215@example.com,555-905-7621
C0000216,Ronald,Hill,71183f6d7e9fc6b8ff19e3eb5f22c5a7,20FEB1980,PREM,3,MW,ronald.hill216@example.com,555-958-9857
C0000217,Kenneth,Gonzalez,c78017fe788fb1a27abbdcf1225454f8,01JAN1955,RET,6,NW,kenneth.gonzalez217@example.com,555-752-4827
C0000218,Paul,Green,4c48b92d8f7569118011747b9e8067ab,09JUN2000,PREM,5,SW,paul.green218@example.com,555-575-2572
C0000219,Michelle,Baker,2c63ec2555e5d9c812ab21de7ba5c39c,24AUG1986,RET,3,MW,michelle.baker219@example.com,555-606-0209
C0000220,Edward,Hernandez,b3af5e4acb9f9372552552984fbf84a9,02MAR1972,PREM,3,NW,edward.hernandez220@example.com,555-317-5869
C0000221,Brian,Harris,72cb903649d59f46d2a02fb78ed83d5a,15FEB1959,RET,4,W,brian.harris221@example.com,555-441-0836
C0000222,Kenneth,Johnson,fe502dd85507424cfa2eb4ea20f2af0c,15JAN1996,RET,4,SW,kenneth.johnson222@example.com,555-737-9925
C0000223,Daniel,Martin,333ebd06d5d9ac54791faca6d8d08948,18NOV1953,PREM,2,W,daniel.martin223@example.com,555-581-0872
C0000224,Donna,Rodriguez,1ad17ef5e07c20dfbb87da176d1f64d5,27OCT1966,PB,2,NW,donna.rodriguez224@example.com,555-872-2954
C0000225,William,Clark,e405d944a8082f9d868b5f6b10e57bd6,29JAN1966,RET,4,W,william.clark225@example.com,555-668-9300
C0000226,Kenneth,Thompson,2251e04c57e0b85da564672110bc11ee,06JUL1993,RET,5,W,kenneth.thompson226@example.com,555-703-1249
C0000227,Charles,Martinez,54df47a510ed0d00536c48033294c84e,16MAR1998,PREM,4,NW,charles.martinez227@example.com,555-592-8530
C0000228,Betty,White,eda15cd7cc5a1291aabbc4f78cb936cd,03FEB2002,SMB,5,SW,betty.white228@example.com,555-785-3695
C0000229,Anthony,Scott,ebc40708a8e3e6dae1457a356a4687ff,08FEB1960,RET,3,MW,anthony.scott229@example.com,555-608-3370
C0000230,Richard,Allen,c5a79e0846d12d2f1c3a151af10f5bca,11OCT1978,RET,6,NE,richard.allen230@example.com,555-742-7712
C0000231,Andrew,Campbell,8aed6a094d69759774f13e6a7da9da49,07JAN1978,RET,2,SW,andrew.campbell231@example.com,555-417-6639
C0000232,Michelle,Martinez,cf72eae99022f5354aa49007627623db,05FEB1976,RET,2,MW,michelle.martinez232@example.com,555-897-5078
C0000233,Barbara,Rivera,898a507405969f995ef473407b70565a,12MAR1984,RET,3,SW,barbara.rivera233@example.com,555-575-3495
C0000234,Steven,Davis,81447c88c749799b9157278e7ec95f1c,18DEC1948,RET,6,SE,steven.davis234@example.com,555-707-4281
C0000235,Jennifer,Torres,7d2ca739c5e402b01870b04427e3e51f,08SEP1999,PREM,3,SE,jennifer.torres235@example.com,555-803-9878
C0000236,Michael,Green,cc8b1b8eba595b8ae0910842fa3664d0,08JUL1986,RET,6,NE,michael.green236@example.com,555-630-7590
C0000237,Kenneth,Roberts,ffd6ae5238c4c0113716f6c7eec22110,25OCT1990,CORP,3,NE,kenneth.roberts237@example.com,555-249-7426
C0000238,Michelle,Sanchez,a03b02a71c38f078878009fb59cc92fb,11OCT1972,RET,2,SW,michelle.sanchez238@example.com,555-560-9911
C0000239,Sandra,Green,7ff6e2b8753d6f692d7fccfe18f189e1,27MAR1966,RET,2,MW,sandra.green239@example.com,555-978-1263
C0000240,Thomas,Adams,18931c57d16c48e8e2d65f988b892263,14AUG1945,RET,3,SE,thomas.adams240@example.com,555-917-2831
C0000241,Michelle,Jackson,2a1f7b5327830b45cfc6a7d13f06c595,26JUN1982,CORP,3,SE,michelle.jackson241@example.com,555-210-4292
C0000242,James,Jones,61066d9069e9bd806868dc9ab498a470,14JUN1972,PREM,3,SE,james.jones242@example.com,555-327-5111
C0000243,Paul,Mitchell,10142cba9d4cfe5494700332328816c5,30AUG1983,RET,4,MW,paul.mitchell243@example.com,555-964-1720
C0000244,Margaret,Miller,451916c36f852e120c669a8d77be8eaa,21APR1983,SMB,2,NE,margaret.miller244@example.com,555-799-4537
C0000245,Margaret,Hill,1d46f83dd73d2765f0d4bc50241e9cd0,06NOV2002,PREM,6,NE,margaret.hill245@example.com,555-373-2284
C0000246,Anthony,Wright,3314c70b1e382ff564dc4f11c336805c,17FEB1976,RET,3,W,anthony.wright246@example.com,555-645-3346
C0000247,Robert,Hill,466dfca0295d383174538fb14932e261,19SEP1998,RET,3,SW,robert.hill247@example.com,555-394-8005
C0000248,Margaret,Campbell,1dd8affb07b52265336a12b3943d2b14,26JUN1973,PB,2,SW,margaret.campbell248@example.com,555-632-4358
C0000249,Joshua,Smith,0c7f7f4be0154617156e0022c911eadb,01MAY1980,RET,2,MW,joshua.smith249@example.com,555-501-4222
C0000250,Lisa,Miller,dd23820dcadf237667ad255d75368cc9,16DEC1976,PREM,2,MW,lisa.miller250@example.com,555-904-6059
